ticket_id,pc1,pc2,anomaly_label,anomaly_score
TK000001,-2.352456263630953,-0.35025739175199866,0,0.40424695141471306
TK000002,1.260930924405339,-3.1919512096489444,0,0.4350728451368477
TK000003,0.2727639614504535,-0.8292620943650494,0,0.30827738150637374
TK000004,-0.661690570228751,0.8600342106199266,1,0.5694758355234708
TK000005,-2.2009263348664376,-0.22491354913298536,0,0.16567386111767582
TK000006,3.0268100976416807,-0.26882351523831055,1,0.5981006614825312
TK000007,0.8494423879617051,-1.9942883822368724,1,0.4728531582297447
TK000008,1.6418824111798365,-0.8771780979602954,0,0.30565918139572357
TK000009,-0.264920095702434,-1.1998153146881494,0,0.2957625288105106
TK000010,-1.4588513388096147,-1.4108555932557585,0,0.27143276682480905
TK000011,-0.4405804817818491,0.06115531683616213,0,0.25824410946188525
TK000012,-0.11723087303571841,0.6823138686179129,1,0.4373747566201255
TK000013,1.2067161698054854,-0.6579423417775789,0,0.17064682367571204
TK000014,-1.7518513734611465,0.6054722071960695,1,0.49989608683887865
TK000015,-0.9431577228157746,0.28409393550818884,1,0.5551817227186296
TK000016,-0.4734779514405011,2.0786798700503266,0,0.3015823442678991
TK000017,-1.0988467547291554,1.5550812169068238,0,0.1909443204021902
TK000018,-2.0041535690059575,-0.5499993993305334,0,0.11319878092207711
TK000019,-0.34872983156048537,-0.11890957248230181,0,0.2991225660143668
TK000020,-1.3865360367802164,1.2738462256628227,0,0.26086421739625293
TK000021,-0.05586599513335686,-1.0666957591855013,0,0.22028399902309284
TK000022,-0.11161314896776836,0.13136685394270892,0,0.21484550830106
TK000023,0.04965412909172203,-2.084933162608059,0,0.2263154615872417
TK000024,-1.5040595491492674,1.144052113756782,0,0.1884309321713607
TK000025,0.3245227462029247,0.3956105880660295,0,0.2807354059010694
TK000026,0.8944044814422376,0.18729609381305493,0,0.11717735746027227
TK000027,0.055354267705256296,0.2725075869271967,0,0.1328952226972424
TK000028,0.023142830964418985,-1.2499634524045224,0,0.3098589961318526
TK000029,0.16795386040768315,0.0002841571758000587,0,0.25697336733568515
TK000030,-0.48732270547382733,0.13555153532553918,0,0.12383753856703517
TK000031,0.5695890184582757,-1.4689688993755823,0,0.12192047661847431
TK000032,-0.35947771900701686,1.4864774487245593,0,0.3651797986976329
TK000033,-2.7717970120677564,0.9639418759157343,0,0.36244547732987165
TK000034,-1.3853285389531922,-0.5012302208167859,0,0.1139394170927097
TK000035,0.7411264804795221,-0.1766681956119586,0,0.2742766426372276
TK000036,0.6187670831236424,-0.7336304457057858,0,0.26000227409045784
TK000037,1.7559721689150445,0.01720408151731783,0,0.31719007856721304
TK000038,-2.254393771162921,0.6509642644560218,0,0.18647167338212128
TK000039,-1.6178942573368869,-0.24602145276854728,0,0.13969642188177403
TK000040,0.8153486346819285,-0.8873346289192606,0,0.24943812562041445
TK000041,-0.9412030018513455,-0.5067994295643868,0,0.27125784619244686
TK000042,-1.3795261021158716,-0.5464598401763668,0,0.15488344450279926
TK000043,0.0048700802973081075,-1.5887734284645811,1,0.35373603824119393
TK000044,-0.16070983969999256,-0.6731060818091484,0,0.38525809358800245
TK000045,1.3705433072166624,-0.15068748627509443,0,0.21672494977766277
TK000046,0.35523598362425773,-0.8407593973162865,0,0.22015241639487343
TK000047,-1.2165745150453835,-0.38847899565026406,0,0.2501221286109025
TK000048,-0.7594498531157734,0.5690277272966863,0,0.10361945758430532
TK000049,1.0535319202002558,0.7899938300298988,0,0.22722087652787104
TK000050,-0.4541579385757443,1.4581923349054857,0,0.18850187347172026
TK000051,1.6737927835958086,-0.13309222611787525,0,0.1488642745057247
TK000052,-0.4469417632674529,-1.1029736939465233,0,0.2512893802942168
TK000053,-0.2334346473399281,-1.0238007186511322,0,0.19170591294096517
TK000054,-0.324008451129358,0.8942123991624884,0,0.21486459896218918
TK000055,0.3373118618023749,-0.23815518553739579,0,0.1808149369190638
TK000056,-0.4718432428596159,-1.4818315769222232,0,0.19178189472773643
TK000057,-0.2910971792463943,1.651076197261961,0,0.1705036182045494
TK000058,0.06561446419887428,0.6291756679312965,1,0.5152254689030431
TK000059,0.5683061445260802,-1.543358044837089,0,0.2322061296628114
TK000060,2.4195626638751913,-0.06641730578858597,0,0.2909961764646632
TK000061,2.0142401702157344,-0.7419092224714028,0,0.24024207843684897
TK000062,-1.2742655841910218,0.15599661613256954,0,0.2453550812035508
TK000063,1.4746355977445074,-0.28116227637518915,0,0.14802223673830012
TK000064,1.6596090352359807,-1.7693302955464991,0,0.1734000635649482
TK000065,-0.8508945438817602,0.8998446175366958,0,0.2211197341172808
TK000066,-0.06375337848373895,2.1444213996581074,0,0.3366253899033578
TK000067,7.326556352199424,7.334716641955064,0,0.35746417024631477
TK000068,2.7360733667014605,-0.6377700655086682,0,0.4362691925327695
TK000069,-0.21173858590181194,-1.483728134425638,0,0.23290002647983313
TK000070,2.111504961430632,-2.2671974239807464,0,0.34388902651477365
TK000071,-0.9895862195664269,0.5307231271234314,0,0.20100671316004648
TK000072,0.05272288257861335,-2.076203486606077,0,0.36327752652276624
TK000073,-0.7326835718973215,-1.0090200584642477,0,0.2851527803964237
TK000074,2.898910284526721,-0.35299068970678965,0,0.47288646672460133
TK000075,0.5818302259432132,0.720448337221765,0,0.19118262925052282
TK000076,1.0491403375934252,-1.1837334209232113,0,0.2806584110958397
TK000077,0.5999443602276698,-2.3295188291659055,0,0.33618733143149093
TK000078,-0.6776525636751803,2.5670973097646708,1,0.5629632874811232
TK000079,-0.825203668065139,0.057985649538483376,0,0.10043731680932748
TK000080,2.183497388416333,-0.31557430338691733,0,0.1997750907725032
TK000081,1.8019390994248703,-1.8895782885112475,0,0.45053507062780607
TK000082,-1.9295340367673683,0.278144385606449,0,0.45275618038637444
TK000083,-1.4095568546025887,1.3576010668584468,0,0.2689859029352527
TK000084,0.2894479908917303,1.0581580035759557,0,0.14637663563575265
TK000085,-1.2052738817988764,1.3714671199881163,0,0.31762835383478405
TK000086,-0.8458515356032827,0.9441953228632598,0,0.11652227471166607
TK000087,0.6616092911312613,0.8659320297562073,0,0.20782265916160353
TK000088,0.3646556518746417,0.025517848738484367,0,0.04116856281433499
TK000089,0.7967692546058157,-0.6077352602345031,0,0.13036162554570793
TK000090,1.7102651048122266,-1.907493705683924,0,0.25061827587533686
TK000091,-0.6568195550943398,-1.3994026355088127,0,0.2984674016787112
TK000092,1.105821437522788,0.3324939421075067,0,0.1642639370868375
TK000093,-0.47538703838542423,-1.87211411152905,0,0.18732290421550485
TK000094,-0.6466754262108738,-1.089052911214877,0,0.21306750433325483
TK000095,-1.1257168456957674,0.5321403638171647,0,0.2820506783584892
TK000096,0.4500658740799994,0.6290233044230513,0,0.29514687036640863
TK000097,-1.691054016393056,-0.012372168961069874,1,0.43643702909426935
TK000098,-1.596319209265773,0.4845789696728072,0,0.2985404052701977
TK000099,-1.097757303416987,0.022341430133779608,0,0.24195657775160997
TK000100,-2.3767324000691192,1.2238420147101194,0,0.44652615681502705
TK000101,1.9502921790132606,-0.016840750487507012,0,0.2336965252024849
TK000102,-1.2644398844140867,0.11122379302368561,0,0.2533786486172327
TK000103,-0.27450605840728515,0.9043349707643649,0,0.33267200683215786
TK000104,-0.2901407485923736,0.7963871076211304,0,0.26714240522193
TK000105,-1.5688087117101244,-0.1997010896396178,0,0.3029638264251696
TK000106,-0.2013907134003304,1.6428970486621706,0,0.21730693384708516
TK000107,2.8476971225189343,-0.8112064633807791,1,0.4982702284225925
TK000108,0.7839816900720483,0.023109431552434438,0,0.30279363214971566
TK000109,-1.5199255318721527,-0.03665846701151675,0,0.25694399537083956
TK000110,1.3854411785511038,-0.7802208722162604,0,0.27078944494694085
TK000111,-0.5514140895115555,0.8682298781875663,0,0.38234688920042903
TK000112,2.39253864587975,-1.1829717442312664,0,0.3869484683940375
TK000113,-2.1294349200714993,1.0407180558765854,0,0.41153692363454414
TK000114,1.155770063539662,-1.5337059831287214,0,0.22469367229334603
TK000115,-1.1169620176277084,-1.0363013718550818,0,0.22815500912813047
TK000116,-2.8829284111715605,-0.2903394958964932,0,0.2980478861044268
TK000117,1.4726302521897263,-1.2202473082651246,0,0.3514511995856004
TK000118,0.6800374245950698,0.38356898502488945,0,0.21571636967956062
TK000119,-1.6131075241589516,1.5442979644220225,0,0.26570174876488123
TK000120,1.4128492360138,-1.927742895273363,1,0.47940974226045263
TK000121,-1.6878912188497806,-1.0667060422543357,0,0.26377757058259965
TK000122,1.41527095484606,0.34236875763862057,0,0.24424697248775393
TK000123,1.68888169317992,-1.3324379025396627,0,0.19664777145931636
TK000124,-0.540458755566674,0.4515946346638732,0,0.2546139723961293
TK000125,-1.4217366348915195,1.6569999071578272,0,0.2840602761224582
TK000126,0.8059228943762847,0.5531110659467877,0,0.2183908366173803
TK000127,-1.408612083520807,2.1117205137947415,0,0.4537049321418287
TK000128,1.3821026146377084,-0.008294712959405556,0,0.36811292443216825
TK000129,0.8484979257816799,0.08523055085159494,0,0.21402914730705838
TK000130,-0.21469224457659242,-0.6806252331381529,0,0.18574899241154932
TK000131,-0.05812066364683195,0.2925015976618368,0,0.17304748234089845
TK000132,-0.6175747032916167,1.6748794811381402,0,0.15921896749716977
TK000133,1.1657555396819113,0.06748337534407431,0,0.2574577609759397
TK000134,-0.3553202113005369,-0.10876565289343662,0,0.2410829778177213
TK000135,0.21735751983140159,0.5491112554502668,0,0.28259394983905534
TK000136,-0.6760429587734554,0.6361413882361839,0,0.25476895225208424
TK000137,-0.964395233791401,0.12004991919730094,0,0.23127652154229922
TK000138,0.9138935441427379,-2.309317696740407,0,0.37651871009333315
TK000139,2.2930049334167713,0.22575091245656187,0,0.32674564225819847
TK000140,-2.1902878668215786,0.5575510820128678,0,0.42030971314038057
TK000141,-1.694257978463615,-0.21290903416157544,0,0.29034998296465153
TK000142,1.5120308316719115,0.5712016226076835,0,0.2859406134637671
TK000143,-0.6430742325075545,-0.9850223609654272,0,0.04656143876578431
TK000144,2.309014015301361,-0.17275243396898987,0,0.30757789720111717
TK000145,1.1043431928358216,-1.669772115105343,0,0.17124472561799012
TK000146,0.8333368850975338,0.2114288464783616,0,0.19233606010395354
TK000147,-1.0495966599466,-0.568933415014387,0,0.24756117696401297
TK000148,-1.18092804606378,1.3136285797783547,0,0.2432794748785831
TK000149,-0.14335589401857773,-0.5174136490226768,0,0.2676211288528945
TK000150,-1.6981245331827723,1.8888942875826018,0,0.3748386401651205
TK000151,1.0768751607567477,0.3763501828149208,0,0.335247570214675
TK000152,2.949606103658369,-0.8292511044289326,0,0.3249257108606607
TK000153,3.85287985920273,4.962463067883924,1,0.6035171990339062
TK000154,-0.18712336271633112,0.694719171504137,0,0.24408928309271982
TK000155,0.2655740496495716,1.467172321130952,0,0.2541520428999718
TK000156,-0.753999268207734,-0.6282943847129016,0,0.08393192618787039
TK000157,1.715357740148815,-1.7646278730885263,0,0.2710975484617256
TK000158,-0.5028860468581923,2.1968299006173204,0,0.3146141019651467
TK000159,-0.7214921260617018,-0.6889534123650896,0,0.2651071161667008
TK000160,0.02806660561782655,0.6541591456251811,0,0.21996513862608297
TK000161,1.1820564717572426,-1.3866747782137623,0,0.1574238281279222
TK000162,0.3145114505120638,1.683561878390194,0,0.14935135060183805
TK000163,-2.4275723929983406,0.9250644113180403,0,0.21997716576260354
TK000164,-0.3552692068550765,1.6903668452375054,0,0.18474689250972237
TK000165,-2.8660622691275868,-0.041712425416430034,0,0.264741955777824
TK000166,2.3039390694443243,-1.5520108151032674,0,0.2460081809648947
